Employee_number,Employee_name,Employee_age,Maritial_Status,Current_Salary,Number_of_Children,years_experience,past_projects,current_projects,Divorced_earlier,Father_alive,Mother_alive,performance_rating,Education_level,Department,Role,Job_Satisfaction,Work_Life_Balance,is_outlier
23851,Rohit Thomas,47,False,76039,0,20,1,2,No,Yes,Yes,3,Bachelor's,HR,HR Manager,10.0,1.0,0
23852,David Brown,24,True,77235,0,0,4,1,No,No,Yes,2,Bachelor's,Sales,Sales Manager,4.83314208537104,4.7637091828011355,0
23853,Nina Walker,48,True,30000,1,17,11,3,No,Yes,Yes,4,Bachelor's,Operations,Operations Coordinator,2.109743519434053,5.370917989842033,0
23854,Vikram Gupta,34,True,33073,1,9,12,3,No,Yes,Yes,1,Bachelor's,HR,HR Executive,1.2820093398484547,9.197591943597882,0
23855,Rohit Iyer,32,True,52689,0,0,0,3,No,Yes,Yes,2,Bachelor's,R&D,Researcher,5.495014664643115,2.4556759199798517,0
23856,Daniel Thomas,42,False,30000,0,19,3,2,No,Yes,Yes,3,Master's,Finance,Analyst,2.008172139198087,5.750214780413151,0
23857,Michael Miller,47,True,30000,0,12,0,1,No,Yes,Yes,3,Bachelor's,Finance,Analyst,5.388489556147729,10.0,0
23858,Daniel Smith,27,False,48581,3,0,0,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,9.627363137177559,2.6799313424028948,0
23859,Luke Sharma,23,True,108466,1,0,1,0,No,Yes,Yes,2,Diploma,Finance,Senior Analyst,8.995760800154446,1.6866897005618897,0
23860,Daniel Brown,22,False,84928,3,0,6,3,Yes,Yes,Yes,1,High School,Finance,Analyst,7.581569198405151,6.859299554939545,0
23861,David Johnson,21,False,30000,1,0,5,1,Yes,Yes,Yes,4,Master's,Finance,Analyst,6.501557310416823,10.0,0
23862,Nina Miller,29,False,81754,0,0,11,3,Yes,Yes,No,2,Master's,Operations,Operations Coordinator,4.950051894355861,8.01262100679823,0
23863,Kiran Wilson,35,True,76194,0,7,5,3,No,Yes,Yes,4,Bachelor's,HR,HR Executive,3.0155863302343118,6.114282295825164,0
23864,John Brown,19,False,30000,0,0,0,3,Yes,Yes,Yes,3,PhD,Engineering,Software Engineer,4.146316294310566,10.0,0
23865,Sarah Wilson,27,False,33432,0,0,10,3,No,Yes,Yes,3,Bachelor's,Support,Customer Specialist,3.0595009778824718,1.244141134947017,0
23866,Vikram Wilson,45,True,30000,3,16,2,0,No,Yes,Yes,2,Bachelor's,Operations,Ops Manager,3.566759153178367,1.0,0
23867,David Thomas,39,True,30000,1,4,1,2,No,Yes,Yes,2,Bachelor's,Support,Support Engineer,2.9540158340349336,2.898871943145884,0
23868,Arun Thompson,41,True,58969,2,13,5,0,No,Yes,Yes,4,High School,R&D,Scientist,2.0169382581051023,2.5388207128974134,0
23869,Emily Smith,43,False,71848,0,17,2,0,No,Yes,Yes,4,High School,Finance,Senior Analyst,8.160725604467956,10.0,0
23870,Aisha Singh,27,False,72003,0,4,3,2,No,Yes,Yes,4,High School,Operations,Operations Coordinator,10.0,1.886842297698339,0
23871,David Lewis,55,True,47572,2,25,9,3,No,Yes,Yes,2,Master's,Sales,Account Executive,6.455937065734502,1.0,0
23872,Vikram Kumar,41,True,46901,3,17,5,0,Yes,Yes,Yes,3,Bachelor's,Operations,Ops Manager,5.54813708785525,5.7826016195302135,1
23873,Leo Taylor,33,True,30000,3,12,11,1,No,Yes,Yes,5,Bachelor's,Operations,Ops Manager,1.6076457824335053,1.1174147119854467,0
23874,Michael Thompson,36,False,58610,0,12,0,0,No,Yes,Yes,2,Diploma,HR,HR Executive,1.7322752018238052,2.196199045320078,0
23875,John Gupta,43,False,30000,2,15,3,2,No,Yes,Yes,4,Bachelor's,Sales,Sales Manager,1.0,2.7371100031507023,0
23876,Emily Thompson,48,True,40321,3,23,14,2,No,No,Yes,4,Bachelor's,Operations,Operations Coordinator,1.0,1.0,0
23877,Priya Smith,26,True,30000,1,3,7,1,Yes,Yes,Yes,4,High School,Finance,Analyst,9.149365977134048,2.828916636302891,0
23878,Rohit Patel,18,False,30000,0,0,2,1,No,Yes,Yes,4,High School,HR,HR Executive,10.0,5.608525894016516,0
23879,Sophia Taylor,41,False,49073,1,13,7,1,No,Yes,No,3,Diploma,Engineering,ML Engineer,10.0,10.0,0
23880,Kiran Williams,34,False,35178,0,8,2,0,No,Yes,Yes,3,Bachelor's,Operations,Ops Manager,5.450384142064579,6.0338258763909405,0
23881,Rohit Thomas,53,False,131874,3,22,6,2,No,No,Yes,1,High School,Sales,Sales Manager,10.0,9.111148405267793,0
23882,Nina Gupta,30,True,31695,0,8,2,3,Yes,Yes,No,3,Bachelor's,Sales,Account Executive,6.334154494254959,6.81396778512366,0
23883,Daniel Johnson,39,False,30000,1,15,5,0,Yes,Yes,Yes,4,High School,Finance,Senior Analyst,1.927115663751474,1.6315669098166086,0
23884,Sophia Smith,28,False,30000,3,0,10,3,No,No,No,2,Bachelor's,Operations,Operations Coordinator,5.614470179405211,1.1742697562268472,0
23885,David Thompson,22,True,45599,3,0,3,3,Yes,No,No,5,Bachelor's,Engineering,Software Engineer,5.452651877573039,3.112943583240323,0
23886,Kiran Wilson,18,True,83959,0,0,5,2,No,Yes,No,3,Bachelor's,HR,HR Manager,3.199284884101896,8.886801317043243,0
23887,Rohit Singh,35,True,62751,2,14,9,2,No,Yes,Yes,3,Master's,R&D,Researcher,10.0,5.8835377207675315,0
23888,John Singh,27,True,49967,1,0,12,1,No,Yes,Yes,2,Bachelor's,R&D,Researcher,6.30393622263253,5.688763110667741,0
23889,Aisha Williams,18,True,63194,0,0,7,0,No,Yes,Yes,5,Diploma,Support,Support Engineer,5.03289666085041,4.494715284982682,0
23890,Leo Iyer,25,False,73399,0,0,1,2,No,Yes,Yes,5,Bachelor's,Support,Customer Specialist,6.103662276482578,6.041000823357554,0
23891,Kiran Taylor,37,True,30748,3,7,1,2,No,Yes,Yes,1,Diploma,Finance,Senior Analyst,5.961166944145867,2.510095529631325,0
23892,Luke Brown,47,False,67591,1,25,4,2,No,Yes,Yes,4,Bachelor's,Sales,Account Executive,6.686485583503562,7.34985566912062,0
23893,Priya Kumar,58,True,37459,0,29,13,2,No,Yes,Yes,3,Diploma,R&D,Researcher,5.544421830395365,3.547596556492484,0
23894,Leo Miller,35,True,30000,3,13,9,3,No,Yes,Yes,2,Diploma,Support,Support Engineer,1.6694866246544713,3.4207414439324744,0
23895,Ananya Lewis,19,True,38668,0,0,6,3,No,Yes,Yes,4,Diploma,Engineering,DevOps Engineer,7.325760328231277,2.469891895181772,0
23896,Sophia Thomas,43,True,71824,1,16,14,1,Yes,Yes,Yes,4,Diploma,HR,HR Executive,10.0,3.111946684488297,0
23897,John Kumar,42,False,88746,0,13,13,2,No,Yes,No,4,Master's,Support,Support Engineer,4.6405214707382525,9.302028725849699,0
23898,Aisha Lewis,31,False,96078,1,1,5,0,No,No,Yes,3,Diploma,HR,HR Manager,10.0,4.979812415410509,0
23899,Sarah Brown,38,False,30000,0,17,12,3,Yes,Yes,Yes,4,Bachelor's,R&D,Researcher,1.7304618386100543,3.2828213944684994,0
23900,Aisha Gupta,30,False,70364,0,9,14,2,No,No,Yes,4,Bachelor's,HR,HR Manager,10.0,3.9877350993489946,0
23901,Sarah Thomas,45,False,88443,0,4,6,3,No,No,No,1,Diploma,Sales,Account Executive,8.377963542573415,1.0,0
23902,Arun Thomas,41,False,103013,2,14,3,0,No,Yes,Yes,3,Diploma,Sales,Account Executive,9.3403343174605,4.570838386400194,0
23903,John Singh,27,False,87736,3,2,9,3,Yes,Yes,Yes,4,Diploma,Engineering,DevOps Engineer,10.0,1.0,0
23904,David Gupta,25,False,59630,1,3,10,1,No,No,Yes,4,Bachelor's,Finance,Analyst,7.130033190833622,1.0019591274891342,0
23905,Michael Kumar,30,True,72765,0,7,2,2,No,No,Yes,3,Master's,Engineering,ML Engineer,2.322229101597097,2.178100585010058,1
23906,Emily Iyer,49,False,52093,3,17,0,0,No,Yes,Yes,5,Diploma,Sales,Account Executive,3.8830383121994085,1.2453893800057134,0
23907,Vikram Singh,23,True,30000,3,0,4,0,Yes,Yes,Yes,3,High School,Operations,Operations Coordinator,1.4565361147390732,6.663814307027467,0
23908,Sophia Smith,31,False,82354,1,7,8,2,No,Yes,No,1,PhD,Operations,Operations Coordinator,10.0,1.0,0
23909,Arun Iyer,38,False,67290,1,0,10,0,No,Yes,Yes,4,Diploma,R&D,Researcher,4.476676380896096,3.4377102398380446,0
23910,Ananya Brown,32,True,30000,2,2,1,3,No,Yes,Yes,1,Bachelor's,HR,HR Executive,5.181155407032139,7.108249072865034,0
23911,Nina Thompson,41,False,49433,1,10,11,3,No,Yes,Yes,3,Bachelor's,Operations,Operations Coordinator,5.261035741692048,10.0,0
23912,Daniel Gupta,37,False,30000,3,0,4,1,Yes,Yes,Yes,1,Bachelor's,Sales,Account Executive,10.0,10.0,0
23913,Aisha Singh,44,True,31873,1,16,9,0,No,Yes,Yes,5,Master's,HR,HR Executive,2.7366311641680188,3.826001131844137,0
23914,Karen Gupta,27,True,48587,1,1,11,3,Yes,Yes,Yes,2,Master's,Finance,Senior Analyst,7.4350477237984745,2.06038384436138,0
23915,Priya Kumar,35,True,59207,3,6,8,2,No,Yes,Yes,2,Bachelor's,Sales,Sales Manager,7.498563694027889,1.2330367451674862,0
23916,Leo Lewis,37,True,30000,0,12,4,0,Yes,Yes,Yes,3,Bachelor's,Operations,Ops Manager,2.876406785858963,5.9624501591494425,0
23917,Michael Iyer,30,False,35473,2,2,12,0,Yes,Yes,Yes,4,Master's,Sales,Sales Manager,3.491315995825611,1.0,0
23918,Vikram Smith,33,False,90051,2,3,14,1,Yes,Yes,Yes,4,Bachelor's,Finance,Analyst,10.0,5.232895360955524,0
23919,Ananya Davis,25,True,73533,0,0,7,2,No,No,Yes,3,Bachelor's,HR,HR Manager,9.917400617359899,7.041772424095442,0
23920,Sophia Thomas,20,True,33809,1,0,3,3,No,Yes,Yes,3,High School,HR,HR Executive,1.0,10.0,0
23921,John Walker,36,True,40575,0,3,13,2,No,Yes,No,2,PhD,Support,Customer Specialist,5.142648566500921,2.721148865347766,0
23922,Luke Smith,43,True,32461,0,0,1,0,No,Yes,Yes,3,Bachelor's,Support,Customer Specialist,10.0,5.126899385987658,0
23923,Nina Johnson,49,False,104414,2,13,4,0,Yes,Yes,Yes,3,High School,HR,HR Executive,6.641469989955748,2.0902327770963147,0
23924,Ananya Thomas,24,True,30000,2,1,8,3,No,Yes,No,2,Bachelor's,Engineering,ML Engineer,1.0,2.3694508410345723,0
23925,Karen Gupta,34,False,67519,0,1,14,2,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,10.0,1.4557955410052106,0
23926,Nina Lewis,19,True,65256,0,0,1,2,No,Yes,Yes,4,Master's,Sales,Account Executive,10.0,2.787567675884921,0
23927,Daniel Iyer,24,False,80403,0,0,6,3,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,10.0,7.896023111032996,0
23928,Leo Smith,32,False,58752,2,4,8,1,No,Yes,Yes,2,Diploma,Support,Customer Specialist,9.056840951076346,8.190278532664426,0
23929,Nina Thomas,39,False,74589,0,18,6,2,No,Yes,No,5,Master's,Finance,Senior Analyst,7.1022083329469465,2.481902466953768,0
23930,Olivia Smith,41,False,112068,1,6,7,0,Yes,Yes,No,4,Bachelor's,Support,Customer Specialist,8.498847369814516,4.572739282485095,0
23931,Michael Anderson,42,False,94543,1,20,9,2,No,Yes,Yes,2,Master's,Sales,Account Executive,6.626880328348778,3.359672405043406,0
23932,Karen Johnson,31,True,56671,1,9,6,0,Yes,Yes,No,4,Bachelor's,Operations,Operations Coordinator,10.0,3.40667037897017,0
23933,Sarah Thompson,41,False,50679,2,9,6,0,Yes,Yes,Yes,3,Diploma,Engineering,Software Engineer,8.247091552621571,8.191764680596751,0
23934,Michael Taylor,36,True,46935,1,6,13,1,Yes,Yes,Yes,3,Bachelor's,R&D,Scientist,8.680524052831194,3.9186653591895135,0
23935,Emily Sharma,18,True,58839,0,0,12,0,Yes,Yes,No,2,Bachelor's,Support,Support Engineer,4.836673542132737,6.974776343299675,0
23936,Daniel Kumar,31,False,41744,1,0,5,0,No,Yes,Yes,3,Bachelor's,HR,HR Manager,5.888445574561834,7.54565353127052,0
23937,David Brown,29,True,47181,0,1,6,1,No,No,Yes,2,Master's,Support,Customer Specialist,2.6949284323555958,8.542985087415367,0
23938,Vikram Walker,32,True,30000,1,0,6,3,No,No,Yes,3,Bachelor's,Engineering,ML Engineer,10.0,2.3249640381517134,0
23939,Aisha Walker,24,True,55695,0,0,6,1,No,No,Yes,4,Diploma,Support,Customer Specialist,5.116444962337779,3.7630714834849077,0
23940,Luke Williams,28,True,127429,1,0,0,2,Yes,Yes,Yes,3,Master's,Operations,Operations Coordinator,10.0,10.0,0
23941,Daniel Wilson,49,True,30000,2,26,3,3,Yes,Yes,No,4,Master's,HR,HR Executive,7.968135639342602,3.572547450427274,0
23942,Michael Iyer,35,True,47737,1,6,1,0,No,No,Yes,5,Diploma,Sales,Account Executive,10.0,4.703065245238662,0
23943,Luke Davis,28,True,87676,2,2,9,2,No,Yes,Yes,5,Bachelor's,R&D,Scientist,10.0,6.31503820653718,0
23944,Sophia Thomas,34,True,75073,3,13,11,3,Yes,No,Yes,4,Diploma,Support,Customer Specialist,10.0,6.088520822104422,0
23945,Leo Thompson,32,True,53720,2,4,3,0,No,Yes,Yes,3,Master's,Engineering,Software Engineer,10.0,6.838835044405654,0
23946,Kiran Smith,35,False,82620,0,9,6,1,No,Yes,Yes,2,Diploma,Finance,Senior Analyst,10.0,6.559074164438687,0
23947,Nina Johnson,31,True,96965,2,9,10,0,No,Yes,Yes,2,Bachelor's,Sales,Sales Manager,10.0,1.0,0
23948,Olivia Brown,38,True,377973,0,16,7,1,No,Yes,Yes,2,High School,Operations,Operations Coordinator,8.60433923767441,2.7496321603996328,1
23949,Arun Brown,45,True,79883,1,22,14,0,No,No,Yes,4,Bachelor's,Operations,Ops Manager,7.402767870435961,1.5966745324778637,0
23950,Michael Thompson,31,True,107399,0,5,14,0,Yes,Yes,Yes,4,Bachelor's,Sales,Sales Manager,10.0,3.6223693086516735,0
23951,Vikram Lewis,47,True,58562,2,7,3,1,No,Yes,Yes,2,High School,R&D,Researcher,2.7532344449976396,1.5055847726700655,0
23952,John Walker,41,False,70471,1,19,3,2,Yes,Yes,Yes,3,High School,Engineering,Software Engineer,9.387850045736398,4.338456086860045,0
23953,Karen Miller,33,False,67567,1,5,7,2,Yes,Yes,Yes,3,Bachelor's,R&D,Scientist,5.621795494514203,1.6249320381561487,0
23954,Aisha Walker,41,True,63915,0,15,5,3,No,Yes,No,5,PhD,Support,Customer Specialist,7.024509102279596,3.917296072094268,0
23955,Linda Iyer,28,True,125311,0,0,12,2,Yes,Yes,Yes,2,Bachelor's,HR,HR Manager,6.563261667371902,4.573927019498604,0
23956,Luke Miller,28,True,68066,2,6,11,1,No,No,Yes,1,Diploma,Support,Customer Specialist,5.586067113632049,1.3132303011392814,0
23957,Vikram Anderson,45,True,55227,1,23,13,2,No,Yes,Yes,1,Master's,HR,HR Manager,10.0,5.228386598244083,0
23958,Daniel Williams,43,True,90194,1,10,7,0,No,Yes,Yes,3,Bachelor's,Sales,Account Executive,10.0,9.192102034946917,0
23959,David Gupta,33,True,30000,0,12,1,1,No,Yes,Yes,4,Bachelor's,R&D,Scientist,1.0,10.0,0
23960,Sarah Brown,33,False,33377,0,6,7,2,No,Yes,Yes,3,Diploma,Finance,Senior Analyst,1.8868985434254615,1.0,0
23961,Karen Iyer,36,True,84546,3,12,12,1,Yes,No,Yes,4,Bachelor's,Finance,Analyst,10.0,5.691672660583939,0
23962,Sophia Anderson,44,True,30000,0,7,1,2,No,Yes,Yes,3,Bachelor's,HR,HR Executive,3.0490658168739126,1.434913260105013,0
23963,Sophia Miller,42,False,49027,1,20,6,0,No,Yes,No,3,Bachelor's,Operations,Ops Manager,4.689673202779425,5.404586501417528,0
23964,Sophia Thomas,19,True,30521,3,0,4,2,No,No,Yes,5,Master's,Engineering,Software Engineer,9.319100884772645,5.453846462990839,0
23965,Emily Lewis,37,False,49255,3,0,0,0,No,Yes,Yes,1,Diploma,Support,Customer Specialist,10.0,6.698005230747428,0
23966,Linda Singh,34,True,89364,0,9,10,2,No,Yes,No,3,PhD,HR,HR Executive,4.218122725388121,3.741030203045753,0
23967,Nina Anderson,28,False,148184,0,0,14,2,No,No,Yes,3,High School,Operations,Ops Manager,10.0,3.9590713559163717,0
23968,Luke Lewis,49,True,46051,0,28,0,3,No,Yes,Yes,5,Bachelor's,HR,HR Executive,8.139355192140656,1.0140661567447875,0
23969,Michael Kumar,31,True,44130,3,10,8,2,Yes,Yes,Yes,2,Diploma,Finance,Senior Analyst,1.7693078764043673,7.456416925585232,0
23970,Ananya Taylor,30,False,58211,1,5,8,0,No,Yes,Yes,2,Diploma,Support,Customer Specialist,4.385084421096265,1.0,0
23971,Leo Sharma,43,True,60781,0,19,8,2,Yes,Yes,Yes,3,High School,HR,HR Manager,10.0,4.800798439297509,0
23972,John Davis,28,False,106956,1,0,12,3,Yes,Yes,Yes,4,Bachelor's,HR,HR Executive,7.7348130429869615,5.341035095078424,0
23973,Arun Singh,42,True,83276,3,5,12,3,No,Yes,Yes,3,Diploma,Support,Customer Specialist,10.0,5.216887685204435,0
23974,Michael Iyer,28,False,82536,1,0,4,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,3.969397241724903,1.8112246862533672,0
23975,Luke Wilson,18,True,49840,0,0,7,0,No,No,Yes,3,Bachelor's,Support,Support Engineer,10.0,5.9126653667925915,0
23976,Arun Walker,27,True,65430,3,0,3,2,Yes,Yes,Yes,3,High School,HR,HR Manager,10.0,1.3643976352063127,0
23977,John Lewis,29,False,30000,3,6,12,0,No,No,No,3,High School,R&D,Researcher,7.483427241402509,1.129269558132692,0
23978,David Thompson,27,True,51146,0,0,13,0,No,Yes,Yes,2,Diploma,Finance,Senior Analyst,5.797696350543417,5.538245361464183,0
23979,Vikram Iyer,24,False,47563,1,3,10,3,No,Yes,Yes,4,Master's,Operations,Operations Coordinator,7.842732836156928,5.825464779553185,0
23980,Leo Miller,42,False,67207,3,17,10,0,Yes,Yes,Yes,5,Bachelor's,Engineering,ML Engineer,10.0,1.0,0
23981,Karen Patel,34,False,75329,0,2,3,0,No,No,Yes,3,High School,R&D,Scientist,4.287773717311061,4.359710884383559,0
23982,Olivia Taylor,36,True,75385,2,13,13,1,Yes,Yes,Yes,3,Bachelor's,Support,Customer Specialist,9.564370107725159,3.306861789451869,0
23983,Sophia Miller,22,True,30000,0,0,10,0,No,Yes,Yes,4,Master's,Engineering,ML Engineer,4.810761407637095,3.847228620580112,0
23984,Arun Johnson,39,False,58128,1,13,6,3,No,Yes,Yes,3,Bachelor's,Finance,Analyst,3.8857562559115815,5.247839425619553,0
23985,Ananya Singh,43,True,42874,2,10,6,3,No,Yes,Yes,3,Bachelor's,Sales,Sales Manager,3.5455966437592776,1.0,0
23986,Kiran Miller,46,True,124464,1,24,5,3,Yes,Yes,Yes,4,Bachelor's,HR,HR Manager,1.0,10.0,0
23987,Nina Wilson,19,True,53052,1,0,9,2,Yes,Yes,Yes,1,Master's,Engineering,Software Engineer,10.0,10.0,0
23988,Olivia Walker,18,False,53713,1,0,0,0,No,No,Yes,2,Bachelor's,Finance,Senior Analyst,7.552636003741123,5.47691447987714,0
23989,Olivia Kumar,54,False,51013,2,30,11,0,No,Yes,Yes,5,High School,HR,HR Executive,6.54768259704124,3.8376416665466113,0
23990,Vikram Thomas,40,False,30000,3,6,9,2,No,No,No,5,Bachelor's,Engineering,DevOps Engineer,2.227934922951748,4.138629896485918,0
23991,Karen Wilson,27,False,30000,0,5,6,3,No,Yes,No,4,Master's,Engineering,ML Engineer,2.053723233937914,8.728862536819532,0
23992,Ananya Davis,27,True,80877,0,3,13,2,Yes,Yes,Yes,3,Bachelor's,Finance,Analyst,10.0,5.326716862274422,0
23993,Linda Wilson,61,False,45720,1,27,13,0,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,10.0,7.17589332438396,0
23994,Michael Singh,45,True,30000,0,21,3,3,No,No,Yes,3,Master's,Sales,Sales Manager,1.0,2.626632820253422,0
23995,Sarah Davis,39,False,30000,1,17,14,0,No,No,Yes,3,Diploma,Finance,Analyst,8.472598421987252,1.2933678296893456,0
23996,Ananya Johnson,29,False,36101,0,5,8,1,No,Yes,Yes,4,High School,Support,Customer Specialist,1.6546268653698295,3.0321379842692684,0
23997,Ananya Kumar,34,False,109915,0,5,11,3,No,Yes,Yes,2,Master's,Engineering,ML Engineer,4.987024487152122,1.0,0
23998,Leo Kumar,27,True,65406,3,0,12,0,No,Yes,Yes,4,High School,Sales,Account Executive,8.348329344775806,10.0,0
23999,Luke Anderson,33,True,30000,1,0,13,2,No,Yes,Yes,5,Bachelor's,Engineering,DevOps Engineer,5.055655757122768,10.0,0
24000,Leo Thomas,33,True,39437,3,0,8,0,Yes,No,Yes,2,Bachelor's,Sales,Sales Manager,4.810637942566288,7.994200280092892,0
24001,Arun Thompson,51,False,30000,1,25,4,0,No,Yes,Yes,4,Diploma,Sales,Sales Manager,9.678537260981638,2.3602927554897626,0
24002,Aisha Walker,18,False,83081,2,0,1,0,No,Yes,Yes,3,Bachelor's,Support,Support Engineer,8.437602642675682,4.39779934317764,0
24003,Michael Walker,28,True,30000,3,0,7,1,Yes,Yes,Yes,4,Diploma,Support,Support Engineer,2.476298569577369,7.829634152430837,0
24004,Kiran Anderson,25,False,73431,0,0,3,2,No,No,Yes,3,High School,Engineering,DevOps Engineer,10.0,2.071848777666839,0
24005,David Davis,35,False,51946,1,13,4,1,No,Yes,Yes,3,Diploma,Support,Customer Specialist,8.184025285600619,4.760367119306416,0
24006,Priya Johnson,29,True,65188,1,8,7,0,No,Yes,Yes,2,Master's,Engineering,ML Engineer,10.0,3.3416782294776333,0
24007,John Johnson,27,True,48397,2,1,5,2,No,Yes,Yes,3,Bachelor's,R&D,Scientist,7.090050531136293,3.3465962123124378,0
24008,Emily Patel,18,False,98811,0,0,14,1,No,Yes,Yes,3,High School,Support,Support Engineer,7.8891111308414095,2.4620558016525314,0
24009,Karen Gupta,37,False,62680,3,11,14,2,No,No,Yes,4,Bachelor's,R&D,Researcher,1.9600024015012973,10.0,0
24010,David Miller,27,True,51830,1,4,6,0,Yes,Yes,Yes,1,Master's,HR,HR Executive,1.0,10.0,0
24011,Nina Davis,28,False,52216,0,0,2,1,No,No,Yes,4,Bachelor's,Operations,Operations Coordinator,5.036201286754997,9.182841911638562,0
24012,Michael Wilson,39,True,54539,1,9,3,2,No,Yes,Yes,3,Bachelor's,HR,HR Manager,6.537920580552918,4.9190262335887365,0
24013,David Gupta,30,False,34335,0,0,6,0,No,Yes,Yes,5,Bachelor's,Engineering,DevOps Engineer,5.555837493035388,4.537301027596582,0
24014,Emily Wilson,27,True,78421,1,0,9,2,No,Yes,Yes,3,Bachelor's,Engineering,DevOps Engineer,2.070626317365214,3.5799697773195263,0
24015,Luke Williams,41,False,81754,0,19,1,2,No,Yes,Yes,2,Bachelor's,Finance,Analyst,5.915795916699865,10.0,0
24016,Olivia Wilson,31,True,30000,1,3,14,3,No,No,Yes,3,Master's,Operations,Ops Manager,3.63961763318916,3.4689638087241623,0
24017,Arun Kumar,36,False,30000,1,10,1,1,No,Yes,Yes,3,Master's,Sales,Account Executive,2.214689229748396,1.0,0
24018,John Kumar,46,False,57676,0,25,10,0,Yes,Yes,Yes,3,High School,Sales,Sales Manager,7.572394655806301,1.0,0
24019,Daniel Gupta,42,True,87419,3,10,13,2,No,Yes,Yes,3,Bachelor's,Finance,Senior Analyst,7.8789937113069,3.3584399818373747,0
24020,Kiran Thomas,34,True,71661,0,0,11,1,No,Yes,Yes,3,Diploma,HR,HR Executive,5.617062366221532,5.043472890675911,0
24021,Sophia Singh,23,False,51234,0,2,11,0,No,Yes,Yes,2,Diploma,HR,HR Executive,6.718080925917144,9.339169233976383,0
24022,Sophia Wilson,44,True,55312,1,21,10,0,Yes,Yes,Yes,2,Bachelor's,Sales,Account Executive,8.607301092401222,7.829542249488476,0
24023,Rohit Davis,27,False,45353,2,3,1,1,No,Yes,Yes,3,Master's,Finance,Analyst,10.0,1.0,0
24024,Olivia Gupta,47,True,104856,3,23,9,1,Yes,Yes,Yes,3,Master's,HR,HR Executive,10.0,3.567563726462285,0
24025,Ananya Anderson,44,True,60643,0,18,12,0,No,Yes,Yes,4,PhD,Sales,Sales Manager,3.3730981086037364,4.406790661985779,0
24026,Aisha Sharma,29,True,30000,2,8,0,1,Yes,Yes,Yes,2,Master's,Engineering,DevOps Engineer,3.2656879637861636,5.8356141156780605,0
24027,Priya Miller,24,True,30000,0,1,9,0,Yes,Yes,Yes,3,High School,Engineering,ML Engineer,8.95981313311992,8.149637601024956,0
24028,John Williams,19,True,52121,0,0,2,3,No,Yes,No,4,Bachelor's,Operations,Ops Manager,10.0,1.4701899795035582,0
24029,John Williams,38,True,75666,1,3,12,3,No,Yes,No,3,Diploma,HR,HR Manager,10.0,7.668438394688709,0
24030,Kiran Williams,44,True,73599,0,11,2,2,No,Yes,Yes,2,Diploma,HR,HR Manager,9.636030676149712,7.4967396277165905,0
